id,title,budget_clean,revenue_clean,roi
22803,Law Abiding Citizen,53000000,126690726,2.390391057
11975,The Rainmaker,40000000,45916769,1.147919225
470,21 Grams,20000000,60427839,3.02139195
10629,Veronica Guerin,17000000,1569918,0.092348118
13279,Lakeview Terrace,20000000,27640028,1.3820014
3432,Mr. Brooks,20000000,41637263,2.08186315
12150,Sea of Love,19000000,110879513,5.835763842
14112,Auto Focus,7000000,2062066,0.294580857
122081,Spring Breakers,5000000,31724284,6.3448568
10337,Bugsy,30000000,49114016,1.637133867
1807,Elephant,3000000,10012022,3.337340667
11798,This Is England,2380000,8176544,3.435522689
9344,Kids,1500000,7412216,4.941477333
627,Trainspotting,4000000,16491080,4.12277
400,Things to Do in Denver When You're Dead,8000000,529766,0.06622075
8065,21,35000000,69823199,1.994948543
168672,American Hustle,40000000,251171807,6.279295175
33909,Wall Street: Money Never Sleeps,70000000,134748021,1.924971729
201703,Love's Deadly Triangle: The Texas Cadet Murder,14000000,161001698,11.50012129
524,Casino,52000000,116112375,2.232930288
96936,The Bling Ring,15000000,19145732,1.276382133
4982,American Gangster,100000000,266465037,2.66465037
278,The Shawshank Redemption,25000000,28341469,1.13365876
154400,The Drop,12600000,19054534,1.512264603
48838,London Boulevard,25000000,4644108,0.18576432
281338,War for the Planet of the Apes,152000000,369907963,2.43360502
644,A.I. Artificial Intelligence,100000000,235926552,2.35926552
2900,The Astronaut's Wife,75000000,19598588,0.261314507
228066,Victor Frankenstein,40000000,34227298,0.85568245
2103,Solaris,47000000,30002758,0.638356553
199933,Atlas Shrugged Part III: Who is John Galt?,5000000,846704,0.1693408
686,Contact,90000000,171120329,1.901336989
145197,Upstream Color,100000,444098,4.44098
11864,Enemy Mine,40000000,12303411,0.307585275
264660,Ex Machina,15000000,36869414,2.457960933
83542,Cloud Atlas,102000000,130482868,1.279243804
55420,Another Earth,100000,1776935,17.76935
167,K-PAX,48000000,50315140,1.048232083
227156,The Giver,25000000,66980456,2.67921824
11208,Wicker Park,30000000,13001257,0.433375233
1903,Vanilla Sky,68000000,203388341,2.991005015
18615,Fur: An Imaginary Portrait of Diane Arbus,16800000,2281089,0.135779107
30072,Possession,25000000,10113733,0.40454932
286565,Paper Towns,12000000,85512300,7.126025
2291,Jacob's Ladder,25000000,25965144,1.03860576
13944,Passengers,25000000,2000000,0.08
9667,The Jacket,29000000,21126225,0.728490517
9481,The Bone Collector,73000000,151493655,2.075255548
9944,The Pelican Brief,45000000,195268056,4.339290133
1124,The Prestige,40000000,109676311,2.741907775
35080,The Cat's Meow,7000000,3646994,0.520999143
11644,Blow Out,18000000,12000000,0.666666667
5279,Gosford Park,19800000,87754044,4.432022424
567,Rear Window,1000000,36764313,36.764313
9566,The Fan,55000000,18626419,0.338662164
996,Double Indemnity,927262,2500000,2.696109622
8512,Devil in a Blue Dress,27000000,16140822,0.597808222
37233,The Firm,42000000,270248367,6.434484929
21033,Beautiful,1500000,56000,0.037333333
182560,Dark Places,20000000,208588,0.0104294
6947,The Village,60000000,256697520,4.278292
4174,Spellbound,1500000,7000000,4.666666667
4566,Michael Clayton,25000000,92991835,3.7196734
8836,The X Files: I Want to Believe,30000000,68369434,2.278981133
636,THX 1138,777000,2437000,3.136422136
11313,Hearts in Atlantis,31000000,24185781,0.780186484
9270,Brick,475000,3919254,8.251061053
1939,Laura,1020000,2000000,1.960784314
1923,Twin Peaks: Fire Walk with Me,10000000,4160851,0.4160851
9777,Proof,20000000,7535331,0.37676655
14359,Doubt,20000000,50907234,2.5453617
30943,The Deep End of the Ocean,38000000,28121100,0.740028947
27506,West of Zanzibar,259000,921000,3.555984556
1715,The Cider House Rules,24000000,88545092,3.689378833
881,A Few Good Men,40000000,243240178,6.08100445
409502,I'm Not Ashamed,1500000,2000000,1.333333333
990,The Hustler,2000000,7600000,3.8
13751,Akeelah and the Bee,8000000,18948425,2.368553125
347126,God's Not Dead 2,5000000,23507567,4.7015134
4478,Indecent Proposal,38000000,266614059,7.016159447
77805,Lovelace,10000000,1585582,0.1585582
68924,The Ice Storm,18000000,8038061,0.446558944
22798,Whip It,15000000,16633035,1.108869
400928,Gifted,7000000,37461045,5.351577857
590,The Hours,25000000,41597830,1.6639132
9563,Any Given Sunday,55000000,100230832,1.822378764
2133,The Perfect Storm,120000000,325756637,2.714638642
28580,The Lost Weekend,1250000,11000000,8.8
17332,The Soloist,60000000,31720158,0.5286693
39486,Secretariat,35000000,60251371,1.721467743
1885,The Karate Kid,8000000,90815558,11.35194475
1366,Rocky,1000000,117235147,117.235147
128270,Not Fade Away,20000000,610792,0.0305396
35119,A Cry in the Dark,15000000,6908797,0.460586467
28313,Losing Isaiah,17000000,7603766,0.447280353
2788,Reality Bites,11500000,20079850,1.746073913
10476,Hustle & Flow,8000000,23563727,2.945465875
127373,What Maisie Knew,6000000,1066471,0.177745167
7859,Half Nelson,700000,4911725,7.01675
207,Dead Poets Society,16400000,235860116,14.38171439
333384,Lowriders,916000,2403885,2.624328603
98548,People Like Us,16000000,12434778,0.777173625
13275,Annapolis,26000000,17496992,0.672961231
711,Finding Forrester,43000000,80049764,1.861622419
46849,Eye of the Dolphin,2500000,71904,0.0287616
27569,Extraordinary Measures,31000000,15134293,0.488203
75900,My Week with Marilyn,6400000,35057696,5.477765
106135,Crooked Arrows,13000000,1832541,0.140964692
24153,The Buddy Holly Story,1200000,14363400,11.9695
510,One Flew Over the Cuckoo's Nest,3000000,108981275,36.32709167
58648,Closet Land,4000000,259012,0.064753
130150,Labor Day,18000000,20275812,1.126434
11170,We Are Marshall,65000000,43545364,0.669928677
10060,Get Rich or Die Tryin',40000000,46442528,1.1610632
321741,Concussion,35000000,50363790,1.438965429
13185,Kidulthood,994000,165000,0.165995976
54934,Swoon,250000,340147,1.360588
51321,Permanent Record,8000000,1893139,0.236642375
68351,Sankofa,1000000,2691899,2.691899
3877,Things We Lost in the Fire,16000000,2849142,0.178071375
27029,The Nun's Story,3500000,12800000,3.657142857
376867,Moonlight,4000000,65046687,16.26167175
10637,Remember the Titans,30000000,136706683,4.556889433
1371,Rocky III,17000000,270000000,15.88235294
273899,Stonewall,13500000,187674,0.013901778
318850,The Young Messiah,18500000,6490401,0.350832486
9701,North Country,35000000,25224242,0.720692629
13223,Gran Torino,33000000,269958228,8.180552364
244783,Song One,6000000,32251,0.005375167
38809,Black and White,10000000,5241315,0.5241315
10876,Quills,13500000,7060876,0.523027852
205587,The Judge,50000000,83719388,1.67438776
132363,The Butler,25000000,115922175,4.636887
15568,Gracie,9000000,2955039,0.328337667
317557,Queen of Katwe,15000000,10367161,0.691144067
11159,Secrets & Lies,4500000,13417292,2.981620444
41592,StreetDance 3D,5773100,18144030,3.14285739
9469,He Got Game,25000000,21567853,0.86271412
200505,Draft Day,25000000,28831145,1.1532458
9676,The Black Dahlia,50000000,49111202,0.98222404
2567,The Aviator,116000000,102000000,0.879310345
1375,Rocky V,42000000,119946358,2.855865667
26899,The Mudge Boy,800000,62852,0.078565
76264,Bopha!,12000000,212483,0.017706917
11393,The Natural,28000000,47951979,1.712570679
7214,Coach Carter,30000000,76669806,2.5556602
1367,Rocky II,7000000,200182160,28.59745143
302579,Naturally Native,700000,10508,0.015011429
249660,God's Not Dead,17000000,29789000,1.752294118
294016,Trumbo,15000000,8235661,0.549044067
253331,Black or White,9000000,21571189,2.396798778
4995,Boogie Nights,15000000,43101594,2.8734396
133694,Promised Land,15000000,8138788,0.542585867
72213,Courageous,1000000,34522221,34.522221
16725,The Tracey Fragments,700000,31576,0.045108571
25598,The Indian Runner,7000000,191125,0.027303571
39806,Princess Kaiulani,9000000,771499,0.085722111
43896,The Informer,243000,950000,3.909465021
18925,Facing the Giants,100000,10178331,101.78331
244786,Whiplash,3300000,13092000,3.967272727
25188,The Last Picture Show,1300000,29133000,22.41
1125,Dreamgirls,70000000,154937680,2.213395429
84341,Smashed,500000,376597,0.753194
286521,5 Flights Up,6000000,1020921,0.1701535
108312,Native Son,2000000,1301121,0.6505605
368942,A Quiet Passion,8138338,1864266,0.229072078
45094,Conviction,12500000,6732980,0.5386384
36362,King of Kings,5037000,14483352,2.875392496
56401,The Music Never Stopped,4000000,253899,0.06347475
44835,Hesher,7000000,382946,0.054706571
29912,The Robe,4100000,36000000,8.780487805
323272,War Room,3000000,67790117,22.59670567
87502,Flight,31000000,161772375,5.21846371
1162,The Miracle Worker,500000,2500000,5
10132,Talk Radio,4000000,3468572,0.867143
339984,Miracles from Heaven,16000000,73883359,4.617709938
205220,Philomena,12000000,100129872,8.344156
550,Fight Club,63000000,100853753,1.600853222
48233,The Terrorist,24554,140021,5.702573919
283235,99 Homes,8000000,1411927,0.176490875
825,Playing by Heart,20000000,3970078,0.1985039
38925,The Lords of Flatbush,160000,4000000,25
76025,Shame,6500000,17693675,2.722103846
18734,L.I.E.,700000,1667192,2.381702857
14631,The Work and the Glory II: American Zion,6500000,2025032,0.311543385
44634,Woman Thou Art Loosed,3000000,6804016,2.268005333
44129,The Company Men,15000000,4882577,0.325505133
20763,Radio Flyer,35000000,4651977,0.132913629
14325,The Express,40000000,9793496,0.2448374
46989,Blue Car,1000000,464000,0.464
230266,Miss Julie,5500000,5000000,0.909090909
46691,Joe,106000,19319254,182.2571132
1578,Raging Bull,18000000,23000000,1.277777778
254905,Manglehorn,4000000,143101,0.03577525
17113,The Ballad of Jack and Rose,1500000,712294,0.474862667
17058,Scarlet Street,1202007,2948386,2.452885882
7984,In the Name of the Father,13000000,65796862,5.061297077
22881,The Blind Side,29000000,309208309,10.66235548
10688,Hamlet,2000000,1568749,0.7843745
56164,Cavalcade,1180280,7630000,6.46456773
43610,The Valley of Decision,2160000,9132000,4.227777778
283552,The Light Between Oceans,20000000,25956113,1.29780565
65,8 Mile,41000000,215000000,5.243902439
7090,Ken Park,1300000,447741,0.344416154
38568,Howl,30000,617000,20.56666667
10316,The Ides of March,12500000,75993061,6.07944488
52505,The Other Woman,30000000,102000000,3.4
2324,Local Color,3250000,32788,0.010088615
702,A Streetcar Named Desire,1800000,8000000,4.444444444
14047,The Great Debaters,15000000,30226144,2.015076267
12102,Kramer vs. Kramer,8000000,106260000,13.2825
69407,Varalaru,500000,500000,1
13990,The Wackness,6000000,2899975,0.483329167
687,Dead Man Walking,11000000,39363635,3.578512273
393457,Fences,24000000,64414761,2.683948375
50780,The Beaver,21000000,970816,0.046229333
12616,One Night Stand,24000000,2642983,0.110124292
10161,My Left Foot: The Story of Christy Brown,645180,14743391,22.85159335
18410,Project X,18000000,18532286,1.029571444
160768,Jimmy P.,10000000,30283,0.0030283
244506,Camp X-Ray,1000000,59744,0.059744
68722,The Master,32000000,28258060,0.883064375
8489,Ali,107000000,87713825,0.819755374
27432,Killer of Sheep,100000,362222,3.62222
23949,Tape,100000,490475,4.90475
9950,Find Me Guilty,13000000,2636637,0.202818231
10950,I Am Sam,22000000,92542418,4.206473545
2289,Cold Mountain,79000000,173013509,2.190044418
655,"Paris, Texas",1746964,2181987,1.24901658
11978,Men of Honor,32000000,48814909,1.525465906
26142,The Doctor,12000000,38120905,3.176742083
284293,Still Alice,5000000,43884652,8.7769304
10400,The Hurricane,50000000,73956241,1.47912482
60308,Moneyball,50000000,110206216,2.20412432
52036,The Company,15000000,2281585,0.152105667
157847,Joe,4000000,2365467,0.59136675
898,Birdman of Alcatraz,2650000,3100000,1.169811321
8090,Untraceable,35000000,32483410,0.928097429
866,Finding Neverland,25000000,116766556,4.67066224
111190,Adore,16000000,318982,0.019936375
35227,Foolish Wives,1100000,400200,0.363818182
8046,Gigli,54000000,7266209,0.134559426
9044,Tristan & Isolde,31000000,28000000,0.903225806
64685,Extremely Loud & Incredibly Close,40000000,55247881,1.381197025
14,American Beauty,15000000,356296601,23.75310673
300693,Truth,9600000,2541554,0.264745208
81025,Salmon Fishing in the Yemen,5000000,34564651,6.9129302
37950,Charlie St. Cloud,44000000,48190704,1.095243273
228970,Wild,15000000,52501541,3.500102733
7345,There Will Be Blood,25000000,77208711,3.08834844
312221,Creed,37000000,173567581,4.691015703
381284,Hidden Figures,25000000,230698791,9.22795164
177047,Decoding Annie Parker,2000000,48390,0.024195
26579,The Heart is Deceitful Above All Things,74050,176153,2.378838623
27585,Rabbit Hole,5000000,5129058,1.0258116
15005,One Night with the King,20000000,13391174,0.6695587
1630,The People vs. Larry Flynt,36000000,20300385,0.563899583
103731,Mud,10000000,21587700,2.15877
45317,The Fighter,25000000,93617009,3.74468036
37799,The Social Network,40000000,224920315,5.623007875
18164,Twelve and Holding,400000,95687,0.2392175
13075,Sherrybaby,2000000,622806,0.311403
232175,Gimme Shelter,7500000,1359910,0.181321333
38557,The River,18000000,11500000,0.638888889
249164,If I Stay,11000000,78874843,7.170440273
873,The Color Purple,15000000,146292009,9.7528006
9800,Philadelphia,26000000,206678440,7.949170769
44754,Margaret,14000000,46495,0.003321071
44113,Stone,22000000,9479718,0.430896273
14012,Flicka,15000000,21000000,1.4
925,Do the Right Thing,6500000,37295445,5.737760769
336011,White Girl,700000,200242,0.28606
599,Sunset Boulevard,1752000,5000000,2.853881279
49014,Cosmopolis,20500000,6063556,0.29578322
13920,Radio,32000000,52277485,1.633671406
37247,The Graduate,3000000,104945305,34.98176833
49471,Get on the Bus,2400000,5731103,2.387959583
14438,Fireproof,500000,33456317,66.912634
334541,Manchester by the Sea,9000000,75026965,8.336329444
22256,Without Limits,25000000,777423,0.03109692
22094,Hard Times,2700000,5000000,1.851851852
333596,Woodlawn,12000000,14394097,1.199508083
298382,The Dressmaker,11930000,18340000,1.537300922
489,Good Will Hunting,10000000,225933435,22.5933435
389,12 Angry Men,350000,1000000,2.857142857
31662,Affliction,6000000,6330054,1.055009
73,American History X,20000000,23875127,1.19375635
232679,When the Game Stands Tall,15000000,30127963,2.008530867
236751,Heaven is for Real,12000000,101332962,8.4444135
73575,Sparrows,463455,966878,2.086239225
32221,Rambling Rose,7500000,6266621,0.835549467
22013,Elmer Gantry,3000000,10400000,3.466666667
546,Transamerica,1000000,13350369,13.350369
339408,The Birth of a Nation,8500000,15861566,1.866066588
13960,ATL,20000000,21170563,1.05852815
12498,Sling Blade,1000000,24444121,24.444121
118452,"First Love, Last Rites",300000,40542,0.13514
32523,The Work and the Glory III: A House Divided,6500000,1325092,0.203860308
28000,Somebody Up There Likes Me,1920000,3360000,1.75
39013,Winter's Bone,2000000,13831503,6.9157515
47821,City of Joy,27000000,14683921,0.543848926
205601,Belle,10900000,16505460,1.514262385
2355,Reign Over Me,20000000,22222308,1.1111154
24226,The Verdict,16000000,53977250,3.373578125
568,Apollo 13,52000000,355237933,6.831498712
17436,The Informers,18000000,382174,0.021231889
24469,Fish Tank,3000000,2357852,0.785950667
11051,The Last Temptation of Christ,7000000,8373585,1.196226429
11515,Goya's Ghosts,50000000,9448082,0.18896164
10802,Showgirls,45000000,20350754,0.452238978
50014,The Help,25000000,124272124,4.97088496
1374,Rocky IV,31000000,300473716,9.692700516
252171,A Girl Walks Home Alone at Night,1000000,395000,0.395
2046,The Gift,10000000,12008642,1.2008642
38358,The Last Exorcism,1800000,67738090,37.63227222
332567,The Shallows,17000000,119100758,7.005926941
805,Rosemary's Baby,3200000,33395426,10.43607063
49017,Dracula Untold,70000000,215529201,3.078988586
71469,The Darkest Hour,30000000,64626786,2.1542262
679,Aliens,18500000,183316455,9.908997568
48572,Red State,4000000,1104682,0.2761705
11059,House of the Dead,7000000,13818181,1.974025857
7737,Resident Evil: Extinction,45000000,148412065,3.298045889
1576,Resident Evil,33000000,102984862,3.120753394
13025,Diary of the Dead,2000000,5364858,2.682429
1577,Resident Evil: Apocalypse,45000000,129394835,2.875440778
10776,Little Shop of Horrors,25000000,38748395,1.5499358
19064,Once Bitten,3200000,10000000,3.125
82654,Warm Bodies,35000000,116980662,3.342304629
765,Evil Dead II,3600000,5923044,1.64529
2907,The Addams Family,30000000,191502426,6.3834142
9825,Lake Placid,27000000,56870414,2.10631163
43919,Hatchet II,2500000,52604,0.0210416
16780,Texas Chainsaw Massacre: The Next Generation,600000,185898,0.30983
692,Pink Flamingos,12000,6000000,500
58151,Fright Night,17000000,24922237,1.466013941
763,Braindead,3000000,242623,0.080874333
747,Shaun of the Dead,4000000,30039392,7.509848
814,An American Werewolf in London,10000000,31973249,3.1973249
10779,The Frighteners,30000000,29359216,0.978640533
1547,The Lost Boys,8500000,32222567,3.790890235
11932,Bride of Chucky,25000000,50671850,2.026874
10012,Cursed,35000000,19294901,0.551282886
11569,Hellraiser III: Hell on Earth,5000000,12534961,2.5069922
578,Jaws,7000000,470654000,67.23628571
11618,The Haunting,80000000,91188905,1.139861313
10065,The Amityville Horror,19000000,108047131,5.686691105
11284,Freddy's Dead: The Final Nightmare,11000000,34872033,3.170184818
71668,Piranha 3DD,5000000,8493728,1.6987456
663,Saw IV,10000000,139352633,13.9352633
8461,Funny Games,15000000,7938872,0.529258133
214,Saw III,10000000,163876815,16.3876815
11917,Saw V,10800000,113857533,10.54236417
1562,28 Weeks Later,15000000,64238440,4.282562667
8766,Hellraiser: Bloodline,4000000,16675000,4.16875
7341,The Rage: Carrie 2,21000000,17762705,0.845843095
10163,The Lawnmower Man,10000000,32101000,3.2101
11596,New Nightmare,14000000,18090181,1.292155786
3597,I Know What You Did Last Summer,17000000,125586134,7.387419647
10900,Surveillance,3500000,1115493,0.318712286
12700,Dominion: Prequel to the Exorcist,30000000,251495,0.008383167
13474,P2,8000000,7766240,0.97078
4513,30 Days of Night,30000000,75505973,2.516865767
11167,Peeping Tom,150000,83957,0.559713333
7340,Carrie,1800000,33800000,18.77777778
9902,Wrong Turn,12600000,28650575,2.273855159
256274,"As Above, So Below",5000000,40100000,8.02
694,The Shining,19000000,44017374,2.316703895
277685,Unfriended,1000000,62882090,62.88209
146301,Paranormal Activity: The Ghost Dimension,10000000,78096553,7.8096553
10306,Poltergeist III,10500000,14144000,1.347047619
10160,A Nightmare on Elm Street 5: The Dream Child,8000000,22168359,2.771044875
11357,Halloween 4: The Return of Michael Myers,5000000,17768757,3.5537514
381288,Split,9000000,276921998,30.76911089
11442,Halloween: Resurrection,13000000,37664855,2.897296538
299245,The Gallows,100000,42664410,426.6441
11351,Jeepers Creepers 2,17000000,63102666,3.711921529
100241,"I, Frankenstein",65000000,71154592,1.094686031
10283,Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14000000,2.8
10294,Vacancy,19000000,35300645,1.857928684
82505,House at the End of the Street,6900000,44287131,6.418424783
10053,When a Stranger Calls,15000000,66966987,4.4644658
298312,The Visit,5000000,98450062,19.6900124
41436,Paranormal Activity 2,3000000,177512032,59.17067733
4970,Gothika,40000000,141591324,3.5397831
123109,No One Lives,2900000,74918,0.025833793
23439,House of Usher,270000,1450000,5.37037037
9792,The Hills Have Eyes,15000000,69623713,4.641580867
9731,Friday the 13th: A New Beginning,2200000,21930418,9.968371818
10585,Child's Play,9000000,44196684,4.910742667
104755,The Lords of Salem,1500000,1165882,0.777254667
79694,The Apparition,17000000,9627492,0.566323059
292280,The Bye Bye Man,7400000,26667197,3.60367527
10987,Halloween: The Curse of Michael Myers,5000000,15116634,3.0233268
8922,Jeepers Creepers,10000000,59217789,5.9217789
238636,The Purge: Anarchy,9000000,108782847,12.086983
11133,Poltergeist II: The Other Side,19000000,40996665,2.157719211
80920,Repentance,5000000,1189612,0.2379224
10281,Friday the 13th Part VII: The New Blood,2800000,19170001,6.846428929
11281,Halloween II,2500000,25533818,10.2135272
146203,The Last Exorcism Part II,5000000,15179302,3.0358604
45657,The Ward,10000000,498974,0.0498974
59797,Bad Dreams,4000000,9797098,2.4492745
270303,It Follows,2000000,14674076,7.337038
11503,The Serpent and the Rainbow,7000000,19595031,2.799290143
11675,Halloween: H20,17000000,55041738,3.237749294
77883,The Possession,14000000,85446075,6.103291071
241258,Incarnate,5000000,6341855,1.268371
29393,Macabre,90000,5000000,55.55555556
257345,The Darkness,4000000,10898293,2.72457325
9064,Hellbound: Hellraiser II,3000000,12090735,4.030245
76617,Texas Chainsaw 3D,20000000,47241945,2.36209725
9725,Friday the 13th Part 2,1250000,21722776,17.3782208
49018,Insidious,1500000,97009150,64.67276667
329440,The Forest,10000000,40055439,4.0055439
9357,One Hour Photo,12000000,52223306,4.351942167
155084,13 Sins,5000000,13809,0.0027618
9728,Friday the 13th Part III,4000000,36690067,9.17251675
345911,Lights Out,4900000,148868835,30.3813949
101501,The Afflicted,180000,175742,0.976344444
335796,Ouija: Origin of Evil,9000000,81705746,9.078416222
227348,Paranormal Activity: The Marked Ones,5000000,86362372,17.2724744
579,Jaws 2,20000000,187884007,9.39420035
58428,The Innkeepers,750000,78396,0.104528
3021,1408,25000000,94679598,3.78718392
11361,Halloween 5: The Revenge of Michael Myers,5000000,11642254,2.3284508
10072,A Nightmare on Elm Street 3: Dream Warriors,5000000,44793222,8.9586444
948,Halloween,300000,70000000,233.3333333
21407,The Collector,3400000,114000000,33.52941176
138843,The Conjuring,13000000,318000141,24.46154931
368031,Friend Request,9900000,2400000,0.242424242
12526,Bug,4000000,8059140,2.014785
10131,A Nightmare on Elm Street 4: The Dream Master,7000000,72500000,10.35714286
10069,Stay Alive,9000000,27105095,3.011677222
313922,Green Room,5000000,3220371,0.6440742
11206,Wait Until Dark,4000000,11000000,2.75
41439,Saw: The Final Chapter,20000000,136150434,6.8075217
14510,From Beyond,4500000,1261000,0.280222222
38541,The Divide,3000000,22000,0.007333333
126889,Alien: Covenant,97000000,232380243,2.395672608
4722,Body Snatchers,13000000,428868,0.032989846
10384,Supernova,90000000,14828081,0.164756456
11309,Hardware,1500000,5728953,3.819302
12611,The Fury,5500000,24000000,4.363636364
13812,Quarantine,12000000,40855419,3.40461825
8843,The Cell,33000000,104155843,3.156237667
9426,The Fly,15000000,60629159,4.041943933
11470,Jason X,11000000,16951798,1.541072545
9102,Screamers,20000000,5781885,0.28909425
9599,The Blob,19000000,8247943,0.434102263
48311,Parasite,800000,7000000,8.75
30315,Kingdom of the Spiders,500000,17000000,34
31915,Prophecy,12000000,54000000,4.5
8408,Day of the Dead,3500000,34000000,9.714285714
9638,Phantasm,300000,11988469,39.96156333
40028,Not of This Earth,210000,107352,0.5112
18724,Attack of the 50 Foot Woman,88000,480000,5.454545455
23730,C.H.U.D.,1250000,3412497,2.7299976
2654,In the Mouth of Madness,8000000,8946600,1.118325
11601,Stir of Echoes,12000000,21133087,1.761090583
11015,The Relic,60000000,33956608,0.565943467
11033,Dressed to Kill,6500000,31899000,4.907538462
10576,Psycho II,5000000,34725000,6.945
11096,Hide and Seek,25000000,122644820,4.9057928
36599,Prom Night,1000000,14796236,14.796236
11252,Psycho,60000000,37141130,0.619018833
321258,The Boy,10000000,64188367,6.4188367
10225,Friday the 13th Part VI: Jason Lives,3000000,19472057,6.490685667
28355,Case 39,27000000,29000000,1.074074074
41505,Shelter,22000000,851517,0.038705318
40229,The House on Sorority Row,425000,10604986,24.95290824
11026,Exorcist: The Beginning,80000000,78000586,0.975007325
3600,I Still Know What You Did Last Summer,65000000,40002112,0.615417108
13515,Mirrors,35000000,72436439,2.069612543
11377,House on Haunted Hill,19000000,40846082,2.149793789
23437,A Nightmare on Elm Street,35000000,115664037,3.304686771
26688,Sorority Row,12500000,27206120,2.1764896
176,Saw,1200000,103911669,86.5930575
10676,Halloween III: Season of the Witch,2500000,14400000,5.76
443319,Phoenix Forgotten,2800000,3600000,1.285714286
9276,The Faculty,15000000,40283321,2.685554733
837,Videodrome,5952000,2120439,0.356256552
22804,Saw VI,11000000,68233629,6.203057182
23827,Paranormal Activity,15000,193355800,12890.38667
9286,Final Destination 3,25000000,117719158,4.70876632
92182,Silent House,2000000,13101672,6.550836
565,The Ring,48000000,249348933,5.194769438
4234,Scream 3,40000000,161834276,4.0458569
24274,Dead & Buried,3000000,216166,0.072055333
588,Silent Hill,50000000,97607453,1.95214906
9358,Final Destination 2,26000000,90426405,3.477938654
4233,Scream 2,24000000,172363301,7.181804208
41446,Scream 4,40000000,97138686,2.42846715
19912,The Final Destination,40000000,186167139,4.654178475
2667,The Blair Witch Project,60000,248000000,4133.333333
10972,Session 9,1500000,373967,0.249311333
10351,Wishmaster,5000000,15719109,3.1438218
764,The Evil Dead,350000,29400000,84
4488,Friday the 13th,550000,59754601,108.6447291
1690,Hostel,4800000,80578934,16.78727792
72571,Paranormal Activity 3,5000000,205703818,41.1407636
27791,Strangeland,1100000,631221,0.573837273
26198,The Keep,6000000,3661757,0.610292833
790,The Fog,1000000,21378361,21.378361
10331,Night of the Living Dead,114000,30000000,263.1578947
12212,Urban Legends: Final Cut,14000000,38574362,2.755311571
49763,Bad Moon,7000000,1100000,0.157142857
26178,Razorback,5500000,801000,0.145636364
242512,Ouija,5000000,103590271,20.7180542
9373,The Texas Chainsaw Massacre,9500000,107071655,11.27070053
193612,The Quiet Ones,200000,17834867,89.174335
9003,Hellraiser,1000000,14564027,14.564027
10906,Pet Sematary II,8000000,17092453,2.136556625
923,Dawn of the Dead,650000,55000000,84.61538462
11547,Cabin Fever,1500000,30553394,20.36892933
109428,Evil Dead,17000000,97542952,5.737820706
571,The Birds,2500000,11403529,4.5614116
377,A Nightmare on Elm Street,1800000,25504513,14.16917389
16288,Creepshow 2,3500000,14000000,4
14001,Dead Silence,20000000,22217407,1.11087035
115210,Stitches,100000,95000,0.95
283445,Sinister 2,10000000,52882018,5.2882018
30497,The Texas Chain Saw Massacre,85000,30859000,363.0470588
19185,Night of the Living Dead,4200000,5835247,1.389344524
16337,The Texas Chainsaw Massacre 2,4700000,8025872,1.70763234
209901,Nothing Left to Fear,3000000,1675381,0.558460333
24150,Halloween II,15000000,39421467,2.6280978
215,Saw II,4000000,152925093,38.23127325
2082,Halloween,15000000,80253908,5.350260533
259693,The Conjuring 2,40000000,320170008,8.0042502
609,Poltergeist,10700000,122200000,11.42056075
132232,Mama,15000000,146497771,9.766518067
250546,Annabelle,6500000,255273813,39.27289431
103620,Maniac,6000000,31081,0.005180167
82990,Paranormal Activity 4,5000000,142817992,28.5635984
12262,The Hills Have Eyes,230000,25000000,108.6956522
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,29999213,9.999737667
14564,Rings,25000000,83080890,3.3232356
22894,Legion,26000000,67918658,2.612256077
13207,Friday the 13th,19000000,91379051,4.809423737
23174,It's Alive,11000000,15500000,1.409090909
157547,Oculus,5000000,44030246,8.8060492
6466,Freddy vs. Jason,30000000,114908830,3.830294333
25748,Children of the Corn II: The Final Sacrifice,900000,6980986,7.756651111
2662,House of 1000 Corpses,7000000,16829545,2.404220714
287424,Maggie,4000000,187112,0.046778
28172,Blood Feast,24500,4000000,163.2653061
282813,The Pyramid,6500000,13865435,2.133143846
17102,Dracula: Prince of Darkness,280379,364937,1.301584641
79316,Devil's Due,7000000,36433975,5.204853571
11797,Fright Night,9000000,24922237,2.769137444
744,Top Gun,15000000,356830601,23.78870673
69422,Aasai,500000,500000,1
81005,Jack the Giant Slayer,195000000,197687603,1.013782579
7459,Speed Racer,120000000,93945766,0.782881383
9425,Soldier,75000000,14567883,0.19423844
53182,300: Rise of an Empire,110000000,337580051,3.068909555
38665,The Legend of the Lone Ranger,18000000,2945600,0.163644444
72710,The Host,44000000,63327201,1.439254568
9663,Starman,22000000,28744356,1.306561636
10907,The Adventures of Robin Hood,2033000,3981000,1.958189867
6499,Turbo: A Power Rangers Movie,10000000,17979739,1.7979739
11940,Sinbad and the Eye of the Tiger,3500000,16000000,4.571428571
10196,The Last Airbender,150000000,318502923,2.12335282
9488,Spy Kids 2: The Island of Lost Dreams,38000000,119723358,3.150614684
1271,300,65000000,422610419,6.501698754
9703,The Last Legion,67000000,25303038,0.377657284
10336,Spawn,40000000,87840042,2.19600105
9954,The Covenant,20000000,37597471,1.87987355
